               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  28,            0.039741,            0.022282,            0.021383,             0.47727,             0.18433,             0.14677,            0.082173,            0.047048,            0.019266,            0.040602,            0.007327,            0.007327,            0.007327
                  29,            0.038861,             0.02122,             0.02099,             0.46813,             0.18747,             0.15596,            0.089243,            0.047509,            0.020324,            0.039401,            0.007228,            0.007228,            0.007228
                  30,             0.03873,            0.021544,            0.020506,             0.19556,              0.2477,             0.15754,            0.092088,            0.046297,            0.018983,            0.040297,            0.007129,            0.007129,            0.007129
                  31,            0.038739,            0.021168,            0.019465,             0.20056,              0.2677,             0.17309,             0.10385,            0.046249,            0.018645,            0.039664,             0.00703,             0.00703,             0.00703
                  32,            0.037945,            0.021344,            0.018654,               0.219,             0.20299,             0.14301,            0.083437,            0.047052,            0.020085,            0.040546,            0.006931,            0.006931,            0.006931
                  33,            0.038239,            0.021415,            0.019309,              0.1994,               0.247,             0.15628,            0.093721,            0.046978,             0.01929,            0.041547,            0.006832,            0.006832,            0.006832
                  34,            0.037316,            0.020628,            0.018462,             0.19915,              0.2493,             0.15799,            0.092443,            0.045664,            0.019338,            0.039964,            0.006733,            0.006733,            0.006733
                  35,            0.037765,            0.021765,            0.017646,             0.27585,             0.19696,             0.18272,             0.10962,            0.045655,            0.018624,            0.039718,            0.006634,            0.006634,            0.006634
                  36,            0.037434,            0.020334,            0.016713,             0.22657,                0.24,             0.16516,            0.096547,            0.046182,            0.019101,            0.042319,            0.006535,            0.006535,            0.006535
                  37,             0.03613,            0.020718,             0.01764,             0.24015,             0.23114,             0.16628,            0.094912,            0.046284,            0.019634,            0.041047,            0.006436,            0.006436,            0.006436
                  38,            0.036028,            0.019533,               0.017,             0.25816,             0.23573,             0.16788,            0.096825,             0.04619,            0.019643,            0.042058,            0.006337,            0.006337,            0.006337
                  39,            0.037327,            0.020124,              0.0161,             0.18707,             0.23444,             0.15761,            0.091859,            0.047374,            0.019291,            0.043048,            0.006238,            0.006238,            0.006238
                  40,             0.03608,            0.019809,            0.016651,             0.27657,             0.25155,             0.17514,             0.10199,            0.046476,            0.019092,            0.042204,            0.006139,            0.006139,            0.006139
                  41,            0.035981,            0.020235,            0.014549,              0.2089,             0.27014,             0.16518,            0.097366,            0.045447,            0.018909,            0.043988,             0.00604,             0.00604,             0.00604
                  42,            0.034904,            0.019202,            0.014631,             0.22559,             0.24502,             0.16518,             0.09908,            0.046441,            0.018984,            0.041526,            0.005941,            0.005941,            0.005941
                  43,            0.035381,            0.018315,            0.014032,             0.21259,             0.22185,             0.15895,             0.09131,            0.047392,            0.019421,            0.043351,            0.005842,            0.005842,            0.005842
                  44,            0.035527,            0.020255,            0.013822,             0.25522,             0.19499,             0.16436,            0.098067,             0.04591,            0.019328,            0.042978,            0.005743,            0.005743,            0.005743
                  45,            0.034857,            0.018539,            0.013221,             0.24315,             0.25909,             0.17831,             0.10556,            0.046037,            0.019504,            0.042714,            0.005644,            0.005644,            0.005644
                  46,            0.034294,            0.019743,            0.013257,             0.26119,              0.2298,             0.17529,              0.1074,            0.046276,            0.019563,            0.043862,            0.005545,            0.005545,            0.005545
                  47,            0.034132,            0.019125,            0.011619,             0.25087,             0.23826,             0.16193,            0.097811,            0.045981,            0.019718,             0.04529,            0.005446,            0.005446,            0.005446
                  48,            0.035029,            0.018828,             0.01274,             0.29356,             0.23851,             0.19155,             0.11908,            0.045844,            0.019272,            0.041147,            0.005347,            0.005347,            0.005347
                  49,            0.033846,            0.018705,            0.011945,             0.28947,              0.2339,             0.17445,             0.10706,            0.045147,            0.019128,            0.044388,            0.005248,            0.005248,            0.005248
                  50,            0.034444,            0.018512,             0.01204,             0.21538,              0.2312,             0.15847,            0.096925,            0.045003,            0.019312,            0.043634,            0.005149,            0.005149,            0.005149
                  51,            0.033553,            0.018824,            0.010807,              0.2978,             0.21453,             0.17359,             0.10479,            0.045364,            0.019553,            0.043605,             0.00505,             0.00505,             0.00505
                  52,            0.032789,            0.018235,            0.011111,             0.28081,             0.22193,             0.16802,             0.10537,            0.045279,            0.019459,            0.045165,            0.004951,            0.004951,            0.004951
                  53,            0.032493,            0.017491,            0.010877,             0.26113,             0.21839,              0.1659,             0.10068,            0.047114,            0.020191,            0.044849,            0.004852,            0.004852,            0.004852
                  54,            0.032934,            0.017872,            0.010656,             0.28321,             0.22947,             0.18742,             0.11755,            0.044838,            0.019079,            0.044781,            0.004753,            0.004753,            0.004753
                  55,            0.032333,            0.018127,            0.010511,             0.25254,             0.25069,              0.1817,             0.11041,            0.045241,            0.019542,            0.044061,            0.004654,            0.004654,            0.004654
                  56,            0.032688,            0.018207,            0.010205,              0.2389,             0.24999,              0.1692,              0.1048,            0.044795,            0.020034,            0.044994,            0.004555,            0.004555,            0.004555
                  57,            0.032461,             0.01798,           0.0093917,             0.20664,             0.24692,             0.16341,              0.1016,            0.044852,             0.01991,            0.046404,            0.004456,            0.004456,            0.004456
                  58,             0.03229,            0.017358,           0.0097799,             0.22183,             0.22435,             0.16903,             0.10419,            0.044753,            0.019897,            0.047464,            0.004357,            0.004357,            0.004357
                  59,            0.032685,            0.017404,            0.010109,              0.3167,             0.21713,             0.18084,             0.10934,            0.045089,            0.019747,            0.044754,            0.004258,            0.004258,            0.004258
                  60,            0.031486,            0.017099,           0.0093289,             0.28876,             0.22279,             0.17679,             0.10953,            0.044698,            0.019808,            0.046095,            0.004159,            0.004159,            0.004159
                  61,            0.031885,            0.017388,            0.009089,             0.26345,             0.25167,             0.18267,             0.11833,            0.044291,            0.019685,            0.045328,             0.00406,             0.00406,             0.00406
                  62,            0.031359,            0.017739,           0.0085501,             0.31245,             0.23243,             0.19166,             0.12367,            0.043951,            0.019377,            0.046879,            0.003961,            0.003961,            0.003961
                  63,            0.031759,            0.017332,            0.008135,             0.21628,             0.21489,             0.15701,              0.1012,            0.044084,            0.020249,            0.048072,            0.003862,            0.003862,            0.003862
                  64,            0.030395,            0.016343,           0.0080379,             0.24464,             0.23302,             0.17146,             0.11095,            0.043979,            0.020443,              0.0464,            0.003763,            0.003763,            0.003763
                  65,             0.03157,            0.017205,           0.0074739,             0.27699,             0.24173,             0.17859,             0.11437,            0.044238,            0.020013,            0.048647,            0.003664,            0.003664,            0.003664
                  66,            0.030972,              0.0172,           0.0077537,             0.30623,             0.18985,             0.17122,             0.11229,             0.04493,            0.020227,            0.047259,            0.003565,            0.003565,            0.003565
                  67,            0.030817,            0.016567,           0.0073588,               0.268,             0.23351,             0.17258,              0.1088,            0.044606,            0.020065,            0.048988,            0.003466,            0.003466,            0.003466
                  68,            0.029251,            0.016741,           0.0073197,             0.28212,             0.21262,              0.1633,              0.1023,            0.045015,            0.020738,            0.048552,            0.003367,            0.003367,            0.003367
                  69,            0.029591,            0.016051,           0.0064659,             0.22798,             0.22979,             0.16911,             0.10831,             0.04429,            0.020424,            0.048383,            0.003268,            0.003268,            0.003268
                  70,            0.029279,            0.015913,           0.0067577,             0.24448,             0.23448,             0.18293,             0.11593,            0.044478,             0.02032,            0.046948,            0.003169,            0.003169,            0.003169
                  71,            0.029866,            0.016213,           0.0067907,             0.27928,             0.24428,             0.18285,             0.11817,            0.043833,            0.020281,            0.048095,             0.00307,             0.00307,             0.00307
                  72,            0.029234,            0.015639,           0.0065263,             0.31641,             0.21589,             0.18387,             0.11871,            0.044115,            0.020327,            0.047524,            0.002971,            0.002971,            0.002971
                  73,            0.029062,            0.015524,           0.0061983,             0.30721,             0.22056,             0.18278,             0.11834,            0.044311,            0.020594,            0.049279,            0.002872,            0.002872,            0.002872
                  74,            0.030029,            0.015994,           0.0061045,             0.23117,             0.23401,             0.16329,             0.10692,            0.044596,            0.020271,            0.050604,            0.002773,            0.002773,            0.002773
                  75,            0.028877,            0.015356,           0.0058982,             0.22912,             0.25127,             0.16696,             0.10586,            0.044334,            0.020445,            0.050563,            0.002674,            0.002674,            0.002674
                  76,            0.029271,            0.015765,           0.0061584,             0.27481,             0.21899,             0.17705,             0.11451,            0.043567,            0.020392,            0.049505,            0.002575,            0.002575,            0.002575
                  77,            0.028281,             0.01569,           0.0054714,             0.24781,             0.25304,             0.17935,             0.11566,            0.044368,            0.021012,            0.049848,            0.002476,            0.002476,            0.002476
                  78,            0.028757,             0.01479,           0.0062417,             0.25749,              0.2631,             0.18542,              0.1207,            0.044278,            0.021074,            0.050119,            0.002377,            0.002377,            0.002377
                  79,            0.028599,            0.015478,           0.0059696,             0.30154,             0.23181,              0.1882,             0.12202,            0.043619,            0.020478,            0.050138,            0.002278,            0.002278,            0.002278
                  80,            0.028699,            0.015629,           0.0057642,              0.2807,              0.2241,             0.17829,             0.11539,            0.044185,            0.020656,            0.049947,            0.002179,            0.002179,            0.002179
                  81,            0.028393,             0.01559,           0.0052369,              0.2197,             0.23469,             0.17295,             0.11195,            0.044107,            0.021055,            0.050066,             0.00208,             0.00208,             0.00208
                  82,            0.027314,            0.014779,           0.0049489,             0.26582,             0.25793,             0.18583,             0.12344,            0.044327,            0.021096,            0.052223,            0.001981,            0.001981,            0.001981
                  83,            0.027859,            0.015184,           0.0050288,             0.27029,             0.24657,             0.18541,             0.12052,            0.044084,            0.021038,            0.051517,            0.001882,            0.001882,            0.001882
                  84,            0.027816,             0.01549,             0.00451,             0.30371,             0.22712,             0.18988,             0.12133,             0.04448,            0.021073,            0.051667,            0.001783,            0.001783,            0.001783
                  85,            0.027265,            0.015145,           0.0045277,             0.22272,               0.253,             0.17935,             0.11487,            0.043812,            0.021055,            0.051875,            0.001684,            0.001684,            0.001684
                  86,             0.02652,            0.014783,           0.0051112,             0.26057,             0.23957,             0.17793,              0.1145,            0.044121,            0.020834,            0.052543,            0.001585,            0.001585,            0.001585
                  87,            0.027534,            0.015442,           0.0044717,             0.27435,              0.2243,             0.17681,             0.11672,            0.044097,            0.021248,            0.052178,            0.001486,            0.001486,            0.001486
                  88,            0.027264,            0.014505,           0.0049418,             0.28043,             0.23033,             0.18079,             0.11922,            0.043892,            0.020979,            0.052476,            0.001387,            0.001387,            0.001387
                  89,            0.026549,            0.014148,           0.0041941,             0.30852,             0.24254,             0.19085,             0.12547,            0.044462,            0.021409,             0.05211,            0.001288,            0.001288,            0.001288
                  90,            0.025983,            0.013449,           0.0046592,             0.26065,             0.24795,             0.17846,             0.11667,            0.044433,            0.021488,            0.053326,            0.001189,            0.001189,            0.001189
                  91,            0.026962,            0.014245,            0.004592,             0.28894,             0.24689,             0.18048,             0.11811,            0.044629,            0.021582,            0.054087,             0.00109,             0.00109,             0.00109
                  92,            0.027293,            0.014882,           0.0050384,             0.23633,             0.26716,             0.18199,             0.11896,            0.044115,            0.021503,            0.052695,            0.000991,            0.000991,            0.000991
                  93,            0.025794,            0.015433,           0.0039718,             0.27218,             0.27061,             0.18202,             0.11892,            0.044053,            0.021179,             0.05355,            0.000892,            0.000892,            0.000892
                  94,            0.025882,            0.014667,           0.0041917,             0.25306,             0.28256,             0.18834,             0.12334,            0.043925,            0.021258,            0.053135,            0.000793,            0.000793,            0.000793
                  95,            0.025366,            0.014184,           0.0037214,             0.27464,              0.2588,             0.18436,             0.12125,            0.043713,            0.021157,            0.053954,            0.000694,            0.000694,            0.000694
                  96,            0.025133,             0.01442,           0.0034161,             0.28674,             0.23769,             0.18608,             0.12243,            0.043871,            0.021255,            0.054845,            0.000595,            0.000595,            0.000595
                  97,             0.02536,            0.014303,           0.0042926,             0.25263,             0.25294,             0.18332,             0.12071,            0.043849,            0.021457,            0.054837,            0.000496,            0.000496,            0.000496
                  98,            0.025128,            0.013619,           0.0038526,             0.27696,             0.23324,             0.18322,             0.12063,            0.043743,              0.0213,            0.054621,            0.000397,            0.000397,            0.000397
                  99,            0.025622,            0.014263,           0.0040184,             0.26242,             0.25568,              0.1831,             0.12146,              0.0438,            0.021316,            0.054672,            0.000298,            0.000298,            0.000298
