               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  21,            0.053417,            0.028528,            0.040407,             0.29146,             0.17283,            0.073287,             0.03693,            0.056944,            0.022723,            0.040539,             0.00604,             0.00604,             0.00604
                  22,            0.051694,            0.029114,            0.039955,             0.48802,             0.17824,            0.082157,            0.045947,            0.055074,            0.020912,            0.040344,            0.005842,            0.005842,            0.005842
                  23,            0.053326,            0.028981,            0.039254,              0.4453,             0.20222,            0.086098,            0.046404,            0.055247,            0.020253,            0.040031,            0.005644,            0.005644,            0.005644
                  24,            0.052727,            0.029522,            0.039555,             0.56298,              0.1304,             0.06768,            0.035589,            0.055546,            0.024422,            0.040721,            0.005446,            0.005446,            0.005446
                  25,             0.05154,            0.028742,            0.040096,             0.50942,             0.18835,            0.097376,            0.053035,            0.053685,            0.019624,            0.040059,            0.005248,            0.005248,            0.005248
                  26,            0.049656,            0.027631,            0.039026,             0.30549,             0.20289,            0.084057,            0.046933,            0.054104,            0.020837,            0.040506,             0.00505,             0.00505,             0.00505
                  27,            0.049119,            0.026679,            0.039193,             0.47971,             0.19385,            0.097037,            0.053486,             0.05407,            0.019251,            0.039791,            0.004852,            0.004852,            0.004852
                  28,            0.049684,            0.028024,            0.039416,             0.28633,             0.19446,             0.08187,            0.046172,            0.055205,            0.021174,             0.04038,            0.004654,            0.004654,            0.004654
                  29,             0.05039,            0.029877,            0.039716,             0.32049,             0.21751,            0.091498,            0.050399,            0.053186,            0.020954,            0.040123,            0.004456,            0.004456,            0.004456
                  30,            0.049924,            0.029265,            0.038776,             0.46503,             0.22521,            0.089674,            0.050315,            0.052416,            0.019637,            0.040203,            0.004258,            0.004258,            0.004258
                  31,            0.049769,            0.028971,            0.038907,             0.45469,             0.18628,            0.090051,            0.050596,            0.051245,            0.021086,            0.039923,             0.00406,             0.00406,             0.00406
                  32,            0.047442,            0.027146,            0.038999,             0.44371,             0.18478,            0.080051,            0.044475,            0.051539,            0.019857,            0.039942,            0.003862,            0.003862,            0.003862
                  33,            0.047711,            0.029309,            0.038982,             0.44037,             0.18226,             0.08566,            0.048535,            0.052392,            0.022282,            0.039679,            0.003664,            0.003664,            0.003664
                  34,            0.045719,            0.026786,              0.0388,             0.45439,             0.19174,            0.090037,            0.050478,            0.052137,            0.020585,            0.039619,            0.003466,            0.003466,            0.003466
                  35,            0.047617,            0.028127,            0.038895,             0.45732,             0.21307,            0.086444,            0.046973,            0.051275,            0.020079,            0.040192,            0.003268,            0.003268,            0.003268
                  36,            0.047753,            0.028405,            0.038146,             0.29525,             0.19729,            0.094086,            0.053586,            0.050877,            0.019224,            0.039477,             0.00307,             0.00307,             0.00307
                  37,            0.045958,             0.02732,             0.03874,             0.47132,             0.19455,            0.095262,            0.054797,            0.051017,            0.019052,              0.0397,            0.002872,            0.002872,            0.002872
                  38,             0.04637,            0.027657,            0.038728,             0.48051,             0.21487,             0.10167,            0.056595,            0.050696,            0.019458,            0.039277,            0.002674,            0.002674,            0.002674
                  39,             0.04623,            0.028367,            0.038787,             0.46193,             0.20687,            0.095512,            0.054184,            0.050124,            0.019577,             0.03911,            0.002476,            0.002476,            0.002476
                  40,            0.044219,            0.026852,            0.037787,              0.4957,              0.1845,            0.092901,            0.052472,            0.051342,            0.019801,            0.039749,            0.002278,            0.002278,            0.002278
                  41,            0.045695,            0.027928,            0.039031,             0.46589,             0.19969,             0.10234,            0.060012,            0.049196,             0.01871,            0.039014,             0.00208,             0.00208,             0.00208
                  42,            0.044537,            0.026446,            0.037229,             0.28596,             0.17632,            0.092405,            0.053828,            0.049754,             0.01968,            0.039354,            0.001882,            0.001882,            0.001882
                  43,            0.043071,            0.025538,            0.037114,             0.31099,             0.21643,             0.10826,            0.063382,            0.049389,             0.01888,            0.038963,            0.001684,            0.001684,            0.001684
                  44,            0.044232,            0.026071,            0.036908,             0.32054,             0.19784,             0.10151,            0.058447,            0.049253,            0.018962,             0.03941,            0.001486,            0.001486,            0.001486
                  45,            0.043543,            0.025782,            0.038065,             0.31402,              0.2015,             0.10302,            0.058983,            0.048848,            0.019073,            0.039055,            0.001288,            0.001288,            0.001288
                  46,            0.044052,            0.025891,            0.037436,             0.31778,              0.1904,             0.10195,            0.059598,            0.048938,            0.019426,            0.038945,             0.00109,             0.00109,             0.00109
                  47,            0.041593,            0.025397,             0.03658,             0.32219,             0.21905,             0.10942,            0.064798,            0.048695,            0.019086,             0.03892,            0.000892,            0.000892,            0.000892
                  48,            0.042861,            0.026565,            0.037293,             0.31698,             0.21414,             0.11069,            0.063508,            0.048431,            0.019215,             0.03897,            0.000694,            0.000694,            0.000694
                  49,            0.042336,            0.027075,            0.036794,             0.30077,             0.21385,             0.10572,            0.061524,            0.048356,            0.019615,            0.038862,            0.000496,            0.000496,            0.000496
